UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
2289,17148,M,299.4,308.6,1541,39.1,109,0,No Failure
2290,49469,L,299.4,308.7,1504,37.8,112,0,No Failure
2291,17150,M,299.5,308.7,1321,51.9,114,0,No Failure
2292,17151,M,299.5,308.8,1886,20.9,117,0,No Failure
2293,49472,L,299.6,308.9,1422,53.2,120,0,No Failure
2294,49473,L,299.5,308.9,1520,38.3,122,0,No Failure
2295,49474,L,299.4,308.8,1627,32.6,124,0,No Failure
2296,49475,L,299.4,308.7,1512,37.2,126,0,No Failure
2297,49476,L,299.4,308.7,1553,42.7,128,0,No Failure
2298,49477,L,299.3,308.7,1802,26.0,130,0,No Failure
2299,49478,L,299.3,308.6,1482,37.6,132,0,No Failure
2300,49479,L,299.4,308.7,1446,62.9,134,1,Power Failure
2301,49480,L,299.3,308.6,1371,50.5,136,0,No Failure
2302,17161,M,299.2,308.6,1586,35.7,138,0,No Failure
2303,49482,L,299.2,308.5,1515,39.8,141,0,No Failure
2304,49483,L,299.2,308.5,1374,53.6,143,0,No Failure
2305,49484,L,299.1,308.5,1455,39.8,145,0,No Failure
2306,31719,H,299.2,308.5,1342,47.5,147,0,No Failure
2307,49486,L,299.1,308.6,1260,57.8,152,0,No Failure
2308,31721,H,299.0,308.5,1623,33.5,154,0,No Failure
2309,49488,L,299.1,308.5,1371,55.5,159,0,No Failure
2310,49489,L,299.1,308.6,1611,31.4,161,0,No Failure
2311,17170,M,299.0,308.4,1535,47.5,163,0,No Failure
2312,17171,M,299.1,308.6,1491,38.5,166,0,No Failure
2313,17172,M,299.1,308.6,1441,36.2,169,0,No Failure
2314,17173,M,299.1,308.8,1725,26.6,172,0,No Failure
2315,49494,L,299.2,308.9,1368,47.2,175,0,No Failure
2316,49495,L,299.2,308.9,1526,37.9,177,0,No Failure
2317,49496,L,299.2,308.8,1542,39.2,179,0,No Failure
2318,49497,L,299.2,308.8,1605,31.1,181,0,No Failure
2319,49498,L,299.2,308.8,1405,51.4,183,0,No Failure
2320,17179,M,299.2,308.8,1700,33.5,185,0,No Failure
2321,31734,H,299.2,308.8,1440,39.1,188,0,No Failure
2322,17181,M,299.2,308.8,1314,52.5,193,0,No Failure
2323,49502,L,299.2,308.7,1514,41.9,196,0,No Failure
2324,17183,M,299.2,308.7,1401,47.0,198,0,No Failure
2325,49504,L,299.3,308.8,1636,29.9,201,0,No Failure
2326,49505,L,299.3,308.8,1603,33.9,203,0,No Failure
2327,17186,M,299.4,308.7,1487,52.6,205,0,No Failure
2328,17187,M,299.3,308.7,1420,50.3,208,0,No Failure
2329,49508,L,299.3,308.7,1579,36.3,211,0,No Failure
2330,49509,L,299.3,308.7,1484,40.5,213,0,No Failure
2331,17190,M,299.3,308.7,1390,49.3,215,0,No Failure
2332,49511,L,299.3,308.6,1384,53.6,218,1,Overstrain Failure
2333,49512,L,299.2,308.5,1378,50.4,220,1,Overstrain Failure
2334,49513,L,299.2,308.5,1445,45.2,222,0,No Failure
2335,49514,L,299.2,308.4,1445,43.5,224,0,No Failure
2336,49515,L,299.2,308.4,1509,39.4,0,0,No Failure
2337,49516,L,299.2,308.4,1434,46.8,2,0,No Failure
2338,49517,L,299.2,308.4,1877,23.9,4,0,No Failure
2339,49518,L,299.3,308.3,1651,28.0,6,0,No Failure
2340,49519,L,299.2,308.2,1466,41.3,8,0,No Failure
2341,49520,L,299.1,308.1,1479,40.7,10,0,No Failure
2342,49521,L,299.1,308.2,1409,46.4,12,0,No Failure
2343,17202,M,299.2,308.2,1674,28.2,14,0,No Failure
2344,49523,L,299.1,308.3,1305,61.4,17,0,No Failure
2345,17204,M,299.2,308.3,1755,26.4,19,0,No Failure
2346,49525,L,299.2,308.4,1475,38.7,22,0,No Failure
2347,49526,L,299.2,308.4,1402,47.7,24,0,No Failure
2348,49527,L,299.2,308.3,1410,43.0,26,0,No Failure
2349,49528,L,299.2,308.4,1436,41.8,28,0,No Failure
2350,17209,M,299.3,308.5,1386,42.2,30,0,No Failure
2351,49530,L,299.3,308.6,1744,26.4,33,0,No Failure
2352,49531,L,299.2,308.4,1393,48.4,35,0,No Failure
2353,17212,M,299.3,308.5,1422,45.4,37,0,No Failure
2354,49533,L,299.2,308.4,1841,22.8,40,0,No Failure
2355,49534,L,299.3,308.6,1433,37.7,42,0,No Failure
2356,17215,M,299.3,308.5,1305,60.6,44,0,No Failure
2357,31770,H,299.3,308.6,1498,39.5,47,0,No Failure
2358,49537,L,299.3,308.5,1772,26.1,52,0,No Failure
2359,17218,M,299.2,308.4,1381,42.5,54,0,No Failure
2360,49539,L,299.3,308.5,1413,38.5,57,0,No Failure
2361,31774,H,299.2,308.4,1388,53.2,59,0,No Failure
2362,17221,M,299.2,308.6,1631,35.4,64,0,No Failure
2363,31776,H,299.3,308.6,1520,41.4,67,0,No Failure
2364,49543,L,299.3,308.5,1510,45.4,72,0,No Failure
2365,49544,L,299.2,308.5,1366,49.7,74,0,No Failure
2366,49545,L,299.4,308.5,1845,22.9,76,0,No Failure
2367,49546,L,299.3,308.5,1485,44.7,78,0,No Failure
2368,17227,M,299.3,308.5,1496,39.4,80,0,No Failure
2369,17228,M,299.3,308.4,1468,42.2,83,0,No Failure
2370,17229,M,299.2,308.4,1856,22.7,86,0,No Failure
2371,49550,L,299.2,308.4,1620,34.1,89,0,No Failure
2372,49551,L,299.3,308.5,1409,44.8,91,0,No Failure
2373,17232,M,299.3,308.5,1404,49.4,93,0,No Failure
2374,49553,L,299.2,308.4,1350,51.3,96,0,No Failure
2375,17234,M,299.2,308.4,1538,38.0,98,0,No Failure
2376,17235,M,299.2,308.4,1476,32.7,101,0,No Failure
2377,17236,M,299.2,308.3,1364,51.8,104,0,No Failure
2378,17237,M,299.2,308.3,1582,45.5,107,0,No Failure
2379,49558,L,299.1,308.2,1348,56.1,110,0,No Failure
2380,31793,H,299.1,308.2,1450,46.1,112,0,No Failure
2381,49560,L,299.0,308.1,1242,60.9,117,0,No Failure
2382,49561,L,299.1,308.2,1493,34.9,119,0,No Failure
2383,49562,L,299.1,308.3,1601,31.4,121,0,No Failure
2384,49563,L,299.1,308.2,1568,33.3,123,0,No Failure
2385,17244,M,299.1,308.3,1506,38.0,125,0,No Failure
2386,49565,L,299.1,308.3,1524,34.1,128,0,No Failure
2387,49566,L,299.1,308.4,1543,37.9,130,0,No Failure
2388,17247,M,299.2,308.5,1474,47.2,132,0,No Failure
2389,17248,M,299.2,308.5,1526,37.3,135,0,No Failure
2390,49569,L,299.2,308.5,1867,27.0,138,0,No Failure
2391,49570,L,299.2,308.5,1487,41.2,140,0,No Failure
2392,49571,L,299.2,308.4,1580,32.6,142,0,No Failure
2393,49572,L,299.2,308.5,1340,50.0,144,0,No Failure
2394,49573,L,299.2,308.5,1544,41.6,146,0,No Failure
2395,49574,L,299.2,308.5,1488,40.3,148,0,No Failure
2396,17255,M,299.2,308.5,1742,28.9,150,0,No Failure
2397,17256,M,299.1,308.5,1592,34.2,153,0,No Failure
2398,49577,L,299.2,308.6,1582,38.8,156,0,No Failure
2399,49578,L,299.2,308.5,1490,43.2,158,0,No Failure
2400,17259,M,299.2,308.5,1594,35.8,160,0,No Failure
2401,31814,H,299.2,308.6,1462,55.0,163,0,No Failure
2402,17261,M,299.2,308.6,1367,47.6,168,0,No Failure
2403,49582,L,299.2,308.7,1325,51.0,171,0,No Failure
2404,31817,H,299.2,308.7,1448,51.4,173,0,No Failure
2405,17264,M,299.1,308.7,2008,20.3,178,0,No Failure
2406,49585,L,299.1,308.7,1498,38.9,181,0,No Failure
2407,49586,L,299.1,308.6,1437,41.6,183,0,No Failure
2408,17267,M,299.1,308.6,1499,45.1,185,0,No Failure
2409,49588,L,299.0,308.4,1356,52.6,188,0,No Failure
2410,49589,L,299.1,308.5,1539,46.8,190,0,No Failure
2411,49590,L,299.1,308.5,1689,32.1,192,0,No Failure
2412,49591,L,299.0,308.5,1559,38.1,194,0,No Failure
2413,49592,L,299.1,308.6,1408,46.7,196,0,No Failure
2414,49593,L,299.0,308.5,1886,23.0,198,0,No Failure
2415,49594,L,299.1,308.5,1415,43.4,0,0,No Failure
2416,17275,M,299.1,308.5,1587,35.6,2,0,No Failure
2417,49596,L,299.0,308.4,1571,38.6,5,0,No Failure
2418,49597,L,298.9,308.3,1576,36.6,7,0,No Failure
2419,49598,L,298.9,308.3,1660,34.4,9,0,No Failure
2420,17279,M,298.9,308.2,1328,49.2,11,0,No Failure
2421,31834,H,298.8,308.2,1450,44.7,14,0,No Failure
2422,49601,L,298.9,308.2,2384,15.0,19,0,No Failure
2423,49602,L,298.8,308.2,1443,53.4,21,0,No Failure
2424,17283,M,298.9,308.2,2022,20.0,23,0,No Failure
2425,49604,L,298.9,308.2,1828,23.8,26,0,No Failure
2426,49605,L,298.8,308.1,1472,53.5,28,0,No Failure
2427,17286,M,298.9,308.2,1372,63.6,30,1,Power Failure
2428,49607,L,298.9,308.3,1855,23.8,33,0,No Failure
2429,17288,M,299.0,308.3,1377,47.2,35,0,No Failure
2430,49609,L,298.9,308.3,1432,48.9,38,0,No Failure
2431,17290,M,298.9,308.2,1335,47.8,40,0,No Failure
2432,17291,M,298.9,308.2,1411,51.3,43,0,No Failure
2433,49612,L,298.9,308.2,1510,43.5,46,0,No Failure
2434,49613,L,299.0,308.3,1441,44.0,48,0,No Failure
2435,17294,M,299.0,308.2,1358,42.7,50,0,No Failure
2436,49615,L,298.9,308.2,1686,30.4,53,0,No Failure
2437,31850,H,299.0,308.2,1662,30.4,55,0,No Failure
2438,49617,L,299.1,308.3,1426,40.1,60,0,No Failure
2439,17298,M,299.1,308.4,1330,53.6,62,0,No Failure
2440,49619,L,299.1,308.4,1693,31.6,65,0,No Failure
2441,49620,L,299.1,308.4,1426,47.9,67,0,No Failure
2442,49621,L,299.1,308.5,1676,31.0,69,0,No Failure
2443,17302,M,299.1,308.4,1332,51.7,71,0,No Failure
2444,49623,L,299.1,308.5,1647,35.0,74,0,No Failure
2445,49624,L,299.2,308.6,1267,68.2,76,1,Power Failure
2446,31859,H,299.2,308.7,1375,55.1,78,0,No Failure
2447,49626,L,299.3,308.6,1422,48.9,83,0,No Failure
2448,49627,L,299.3,308.7,1408,48.7,85,0,No Failure
2449,49628,L,299.4,308.9,1440,42.5,87,0,No Failure
2450,49629,L,299.3,308.8,1772,25.2,89,0,No Failure
2451,49630,L,299.2,308.7,1492,37.8,91,0,No Failure
2452,49631,L,299.2,308.7,1650,30.5,93,0,No Failure
2453,17312,M,299.1,308.6,2329,14.6,95,0,No Failure
2454,49633,L,299.0,308.6,1648,30.8,98,0,No Failure
2455,49634,L,299.0,308.6,1653,31.7,100,0,No Failure
2456,49635,L,299.0,308.6,1946,22.3,102,0,No Failure
2457,49636,L,299.1,308.6,1555,36.6,104,0,No Failure
2458,49637,L,299.0,308.6,1661,32.2,106,0,No Failure
2459,49638,L,299.0,308.6,1434,45.9,108,0,No Failure
2460,49639,L,299.0,308.6,1297,54.2,110,0,No Failure
2461,49640,L,299.0,308.6,1466,46.4,112,0,No Failure
2462,17321,M,298.9,308.6,1517,39.8,114,0,No Failure
2463,49642,L,298.9,308.5,1742,34.5,117,0,No Failure
2464,49643,L,298.9,308.5,1580,39.1,119,0,No Failure
2465,17324,M,298.9,308.5,1534,42.9,121,0,No Failure
2466,49645,L,298.9,308.6,1481,40.7,124,0,No Failure
2467,49646,L,299.0,308.6,1429,37.7,126,0,No Failure
2468,17327,M,298.9,308.6,1574,33.5,128,0,No Failure
2469,17328,M,298.9,308.6,1524,40.4,131,0,No Failure
2470,49649,L,299.0,308.7,1507,37.5,134,0,No Failure
2471,49650,L,298.9,308.5,1467,44.7,136,0,No Failure
2472,49651,L,298.9,308.4,1301,51.1,138,0,No Failure
2473,49652,L,298.9,308.5,1429,55.1,140,0,No Failure
2474,17333,M,298.9,308.5,1555,37.6,142,0,No Failure
2475,49654,L,298.9,308.5,1503,40.6,145,0,No Failure
2476,49655,L,298.9,308.5,1459,43.1,147,0,No Failure
2477,31890,H,298.9,308.4,1449,42.4,149,0,No Failure
2478,49657,L,298.9,308.5,1387,57.3,154,0,No Failure
2479,17338,M,298.9,308.5,1456,50.0,156,0,No Failure
2480,49659,L,299.0,308.5,1604,34.7,159,0,No Failure
2481,49660,L,299.0,308.6,1734,32.4,161,0,No Failure
2482,49661,L,299.0,308.6,1378,47.8,163,0,No Failure
2483,49662,L,298.9,308.7,1504,41.8,165,0,No Failure
2484,17343,M,298.9,308.7,1402,49.8,167,0,No Failure
2485,31898,H,298.8,308.6,1524,37.7,170,0,No Failure
2486,49665,L,298.8,308.6,1593,35.5,175,0,No Failure
2487,17346,M,298.9,308.7,1772,28.4,177,0,No Failure
2488,31901,H,298.9,308.6,1623,31.0,180,0,No Failure
2489,49668,L,298.9,308.7,1356,50.7,185,0,No Failure
2490,31903,H,298.9,308.7,1500,41.6,187,0,No Failure
2491,31904,H,299.1,308.8,1566,46.6,192,0,No Failure
2492,49671,L,299.1,308.9,1445,43.4,197,0,No Failure
2493,31906,H,299.0,308.8,1382,58.5,199,0,No Failure
2494,17353,M,299.0,308.8,1418,45.7,204,0,No Failure
2495,49674,L,299.1,308.8,1329,53.6,207,1,Overstrain Failure
2496,17355,M,299.1,308.8,1491,41.0,209,0,No Failure
2497,17356,M,299.2,308.9,1573,37.4,212,0,No Failure
2498,17357,M,299.2,308.9,1521,42.3,215,0,No Failure
2499,49678,L,299.1,308.9,1467,47.2,218,0,No Failure
2500,17359,M,299.1,308.9,1325,48.4,220,0,No Failure
2501,49680,L,299.1,308.9,1617,32.3,223,0,No Failure
2502,17361,M,299.1,308.9,1476,42.7,225,0,No Failure
2503,49682,L,299.2,309.0,1515,48.9,228,1,Overstrain Failure
2504,49683,L,299.2,309.0,1408,47.2,0,0,No Failure
2505,49684,L,299.2,309.1,1468,45.6,2,0,No Failure
2506,49685,L,299.2,309.1,1387,48.7,4,0,No Failure
2507,17366,M,299.2,309.1,1503,34.7,6,0,No Failure
2508,31921,H,299.2,309.1,1410,47.1,9,0,No Failure
2509,49688,L,299.0,308.9,1615,30.6,14,0,No Failure
2510,49689,L,299.0,308.9,1511,35.9,16,0,No Failure
2511,49690,L,299.1,309.0,1405,53.8,18,0,No Failure
2512,17371,M,299.0,308.9,1526,41.1,20,0,No Failure
2513,49692,L,298.9,308.8,1530,38.3,23,0,No Failure
2514,49693,L,299.0,308.7,1583,32.5,25,0,No Failure
2515,49694,L,298.9,308.6,2069,18.7,27,0,No Failure
2516,49695,L,298.8,308.5,1490,35.0,29,0,No Failure
2517,49696,L,298.8,308.5,1736,29.0,31,0,No Failure
2518,49697,L,298.8,308.5,1395,44.4,33,0,No Failure
2519,17378,M,298.9,308.6,1425,49.6,35,0,No Failure
2520,49699,L,298.8,308.6,1631,32.4,38,0,No Failure
2521,49700,L,298.8,308.6,1535,41.2,40,0,No Failure
2522,49701,L,298.8,308.6,1584,34.4,42,0,No Failure
2523,17382,M,298.8,308.7,1543,38.2,44,0,No Failure
2524,49703,L,298.8,308.7,1635,35.2,47,0,No Failure
2525,17384,M,298.8,308.7,1446,45.5,49,0,No Failure
2526,17385,M,298.8,308.6,1598,35.1,52,0,No Failure
2527,49706,L,298.8,308.6,1501,35.0,55,0,No Failure
2528,49707,L,298.8,308.5,1450,50.8,57,0,No Failure
2529,49708,L,298.8,308.6,1730,25.9,59,0,No Failure
2530,17389,M,298.8,308.6,1571,33.7,61,0,No Failure
2531,49710,L,298.9,308.7,1438,51.7,64,0,No Failure
2532,17391,M,298.8,308.5,1510,38.7,66,0,No Failure
2533,49712,L,298.9,308.7,1389,44.9,69,0,No Failure
2534,49713,L,298.8,308.7,1490,33.6,71,0,No Failure
2535,49714,L,298.9,308.7,1729,26.6,73,0,No Failure
2536,49715,L,299.0,308.8,1495,38.4,75,0,No Failure
2537,49716,L,298.9,308.8,1281,53.9,77,0,No Failure
2538,31951,H,298.9,308.7,1353,48.1,79,0,No Failure
2539,49718,L,299.1,308.8,1429,50.1,84,0,No Failure
2540,49719,L,299.1,308.8,1413,42.1,86,0,No Failure
2541,49720,L,299.1,308.8,1502,38.3,88,0,No Failure
2542,31955,H,299.1,308.8,1553,32.6,90,0,No Failure
2543,31956,H,299.2,308.9,1712,26.4,95,0,No Failure
2544,49723,L,299.3,309.0,1786,23.5,100,0,No Failure
2545,49724,L,299.2,309.0,1951,21.4,102,0,No Failure
2546,17405,M,299.2,309.0,1541,36.3,104,0,No Failure
2547,49726,L,299.2,309.1,1605,34.3,107,0,No Failure
2548,49727,L,299.2,309.1,1578,38.1,109,0,No Failure
2549,17408,M,299.3,309.2,1440,37.5,111,0,No Failure
2550,49729,L,299.4,309.2,1489,42.3,114,0,No Failure
2551,49730,L,299.4,309.3,1366,48.4,116,0,No Failure
2552,49731,L,299.3,309.2,1541,37.2,118,0,No Failure
2553,31966,H,299.3,309.1,1552,40.7,120,0,No Failure
2554,49733,L,299.3,309.1,1473,40.3,125,0,No Failure
2555,49734,L,299.3,309.1,1531,37.9,127,0,No Failure
2556,49735,L,299.3,309.2,1511,37.2,129,0,No Failure
2557,17416,M,299.3,309.1,1449,47.9,131,0,No Failure
2558,17417,M,299.4,309.1,1440,50.0,134,0,No Failure
2559,17418,M,299.2,309.0,1881,23.9,137,0,No Failure
2560,49739,L,299.3,309.0,1447,50.4,140,0,Random Failures
2561,17420,M,299.4,309.1,1326,62.0,142,0,No Failure
2562,49741,L,299.4,309.2,1607,31.7,145,0,No Failure
2563,49742,L,299.3,309.1,1551,39.1,147,0,No Failure
2564,49743,L,299.3,309.1,1496,37.2,149,0,No Failure
2565,49744,L,299.3,309.1,1493,38.0,151,0,No Failure
2566,49745,L,299.4,309.1,1304,50.5,153,0,No Failure
2567,17426,M,299.3,309.0,1420,41.6,155,0,No Failure
2568,49747,L,299.4,309.1,1766,24.6,158,0,No Failure
2569,49748,L,299.6,309.2,1450,43.1,160,0,No Failure
2570,31983,H,299.5,309.2,1872,22.6,162,0,No Failure
2571,49750,L,299.6,309.2,1713,26.5,167,0,No Failure
2572,17431,M,299.5,309.2,1497,40.9,169,0,No Failure
2573,17432,M,299.4,309.1,1352,44.7,172,0,No Failure
2574,49753,L,299.5,309.2,1499,41.5,175,0,No Failure
2575,49754,L,299.5,309.3,1972,19.3,177,0,No Failure
2576,49755,L,299.5,309.3,1422,49.2,179,0,No Failure
2577,49756,L,299.5,309.3,1523,41.5,181,0,No Failure
2578,49757,L,299.5,309.4,1563,41.5,183,0,No Failure
2579,49758,L,299.4,309.3,1391,46.6,185,0,No Failure
2580,49759,L,299.3,309.1,1795,24.7,187,0,No Failure
2581,49760,L,299.3,309.1,1293,53.7,189,0,No Failure
2582,49761,L,299.2,309.1,1345,60.7,191,1,Overstrain Failure
2583,49762,L,299.2,309.0,1615,33.7,193,0,No Failure
2584,49763,L,299.2,308.9,1342,50.8,195,0,No Failure
2585,49764,L,299.1,308.8,1502,46.7,197,0,No Failure
2586,17445,M,299.0,308.7,1620,35.4,199,0,No Failure
2587,49766,L,299.0,308.7,1537,42.8,202,0,No Failure
2588,49767,L,299.0,308.7,2248,16.8,204,0,No Failure
2589,49768,L,299.0,308.7,1706,28.6,206,0,No Failure
2590,49769,L,299.0,308.7,2250,16.6,208,0,No Failure
2591,49770,L,299.0,308.7,1396,48.6,0,0,No Failure
2592,49771,L,298.9,308.6,1522,46.4,2,0,No Failure
2593,49772,L,298.9,308.6,1539,45.4,4,0,No Failure
2594,32007,H,298.9,308.5,1415,54.0,6,0,No Failure
2595,49774,L,298.8,308.5,1446,37.0,11,0,No Failure
2596,17455,M,298.8,308.6,1486,41.1,13,0,No Failure
2597,49776,L,299.0,308.7,1426,38.6,16,0,No Failure
2598,49777,L,299.0,308.7,1449,38.9,18,0,No Failure
2599,49778,L,299.1,308.8,1320,67.5,20,1,Power Failure
2600,17459,M,299.2,308.9,1447,39.6,22,0,No Failure
2601,49780,L,299.3,309.0,1422,47.3,25,0,No Failure
2602,49781,L,299.3,309.1,1399,52.1,27,0,No Failure
2603,49782,L,299.4,309.2,1427,41.5,29,0,No Failure
2604,17463,M,299.3,309.2,1334,46.3,31,0,No Failure
2605,17464,M,299.3,309.1,1385,45.6,34,0,No Failure
2606,49785,L,299.4,309.2,1552,37.4,37,0,No Failure
2607,32020,H,299.4,309.3,1534,37.5,39,0,No Failure
2608,49787,L,299.4,309.3,1448,48.6,44,0,No Failure
2609,49788,L,299.5,309.3,1409,44.7,46,0,No Failure
2610,49789,L,299.4,309.2,1621,34.5,48,0,No Failure
2611,32024,H,299.4,309.1,1547,40.9,50,0,No Failure
2612,49791,L,299.4,309.1,1957,22.1,55,0,No Failure
2613,49792,L,299.4,309.1,2421,14.2,57,0,No Failure
2614,17473,M,299.3,309.1,1571,38.3,59,0,No Failure
2615,49794,L,299.3,309.1,1634,36.8,62,0,No Failure
2616,49795,L,299.3,309.0,1516,38.7,64,0,No Failure
2617,49796,L,299.4,309.1,1207,66.5,66,0,No Failure
2618,49797,L,299.4,309.1,1670,35.9,68,0,No Failure
2619,17478,M,299.4,309.1,1461,48.6,70,0,No Failure
2620,49799,L,299.4,309.2,1569,40.8,73,0,No Failure
2621,49800,L,299.4,309.2,1556,35.7,75,0,No Failure
2622,17481,M,299.5,309.3,1506,41.5,77,0,No Failure
2623,17482,M,299.6,309.4,1642,30.3,80,0,No Failure
2624,17483,M,299.6,309.4,1283,62.1,83,0,No Failure
2625,32038,H,299.7,309.5,1375,46.8,86,0,No Failure
2626,49805,L,299.7,309.4,1399,39.9,91,0,No Failure
2627,49806,L,299.7,309.4,1650,29.8,93,0,No Failure
2628,17487,M,299.8,309.6,1346,53.2,95,0,No Failure
2629,32042,H,299.9,309.6,1410,51.2,98,0,No Failure
2630,49809,L,300.0,309.7,1586,37.8,103,0,No Failure
2631,49810,L,300.0,309.8,1372,39.6,105,0,No Failure
2632,32045,H,300.0,309.7,1529,42.4,107,0,No Failure
2633,17492,M,300.0,309.7,1652,28.6,112,0,No Failure
2634,49813,L,300.1,309.8,1532,39.8,115,0,No Failure
2635,49814,L,300.0,309.7,1554,32.0,117,0,No Failure
2636,32049,H,299.9,309.6,1462,51.0,119,0,No Failure
2637,49816,L,299.9,309.6,1254,61.3,124,0,No Failure
2638,49817,L,299.9,309.6,1294,49.7,126,0,No Failure
2639,49818,L,299.8,309.5,1739,27.5,128,0,No Failure
2640,17499,M,299.8,309.4,1412,47.8,130,0,No Failure
2641,17500,M,299.9,309.5,1372,56.2,133,0,No Failure
2642,32055,H,299.8,309.5,1420,46.7,136,0,No Failure
2643,49822,L,299.8,309.5,1542,40.3,141,0,No Failure
2644,17503,M,299.8,309.4,1401,48.1,143,0,No Failure
2645,49824,L,299.8,309.4,1510,42.5,146,0,No Failure
2646,32059,H,299.9,309.5,1547,38.5,148,0,No Failure
2647,17506,M,299.8,309.5,1453,43.2,153,0,No Failure
2648,49827,L,299.8,309.4,1408,45.6,156,0,No Failure
2649,49828,L,299.8,309.4,1436,51.6,158,0,No Failure
2650,17509,M,299.9,309.5,1582,38.2,160,0,No Failure
2651,49830,L,299.9,309.6,1280,59.3,163,0,No Failure
2652,49831,L,299.9,309.5,2008,20.4,165,0,No Failure
2653,49832,L,299.9,309.5,1772,23.5,167,0,No Failure
2654,49833,L,299.9,309.5,1779,26.1,169,0,No Failure
2655,49834,L,299.9,309.5,1567,35.5,171,0,No Failure
2656,17515,M,299.8,309.4,1751,27.0,173,0,No Failure
2657,49836,L,299.9,309.5,1349,51.3,176,0,No Failure
2658,17517,M,300.0,309.5,1425,40.8,178,0,No Failure
2659,49838,L,300.0,309.4,1395,44.5,181,0,No Failure
2660,32073,H,299.8,309.3,1595,32.1,183,0,No Failure
2661,49840,L,299.8,309.3,1291,56.4,188,0,No Failure
2662,17521,M,299.9,309.4,1509,42.8,190,0,No Failure
2663,17522,M,299.9,309.4,1483,38.1,193,0,No Failure
2664,49843,L,299.9,309.3,1620,31.1,196,0,No Failure
2665,17524,M,299.9,309.4,1487,42.2,198,0,No Failure
2666,49845,L,299.8,309.4,2256,15.9,201,0,No Failure
2667,32080,H,299.7,309.2,1691,27.7,203,0,No Failure
2668,17527,M,299.8,309.3,1663,35.2,208,0,No Failure
2669,17528,M,299.8,309.3,1640,31.1,211,0,No Failure
2670,32083,H,299.7,309.3,1494,37.8,214,0,No Failure
2671,49850,L,299.8,309.4,1467,46.2,219,0,No Failure
2672,17531,M,299.7,309.3,1399,41.9,221,1,Tool Wear Failure
2673,49852,L,299.7,309.3,1445,42.6,0,0,No Failure
2674,49853,L,299.8,309.4,1480,40.9,2,0,No Failure
2675,49854,L,299.7,309.3,1546,37.2,4,0,No Failure
2676,49855,L,299.7,309.3,1574,35.8,6,0,No Failure
2677,49856,L,299.7,309.3,1592,34.2,8,0,No Failure
2678,49857,L,299.8,309.5,1495,39.6,10,0,No Failure
2679,49858,L,299.8,309.6,1447,43.1,12,0,No Failure
2680,49859,L,299.8,309.5,1476,44.4,14,0,No Failure
2681,49860,L,299.8,309.5,1641,27.1,16,0,No Failure
2682,49861,L,299.8,309.5,1545,32.2,18,0,No Failure
2683,17542,M,299.9,309.6,1364,44.4,20,0,No Failure
2684,49863,L,299.8,309.5,1590,28.5,23,0,No Failure
2685,49864,L,299.8,309.4,1460,37.4,25,0,No Failure
2686,49865,L,299.8,309.4,1609,32.5,27,0,No Failure
2687,49866,L,299.8,309.4,1633,27.5,29,0,No Failure
2688,49867,L,299.9,309.4,1348,52.8,31,0,No Failure
2689,49868,L,299.9,309.4,1322,53.9,33,0,No Failure
2690,49869,L,300.0,309.5,1641,30.1,35,0,No Failure
2691,49870,L,300.0,309.5,1728,26.0,37,0,No Failure
2692,49871,L,300.0,309.6,1431,47.7,39,0,No Failure
2693,49872,L,300.1,309.7,1641,30.4,41,0,No Failure
2694,17553,M,300.1,309.6,1622,36.1,43,0,No Failure
2695,17554,M,300.1,309.6,1625,38.0,46,0,No Failure
2696,49875,L,300.0,309.5,1869,22.7,49,0,No Failure
2697,49876,L,300.0,309.6,1452,46.0,51,0,No Failure
2698,49877,L,300.0,309.6,1618,28.7,53,0,No Failure
2699,49878,L,300.0,309.4,2010,20.0,55,0,No Failure
2700,49879,L,299.9,309.4,1363,60.9,57,0,No Failure
2701,49880,L,299.9,309.3,1473,40.4,59,0,No Failure
2702,49881,L,299.9,309.2,1333,50.8,61,0,No Failure
2703,49882,L,299.8,309.2,1760,25.9,63,0,No Failure
2704,17563,M,299.8,309.2,1372,58.2,65,0,No Failure
2705,17564,M,299.7,309.2,1608,34.4,68,0,No Failure
2706,49885,L,299.7,309.2,1326,64.8,71,0,No Failure
2707,17566,M,299.6,309.1,1560,37.1,73,0,No Failure
2708,17567,M,299.6,309.0,1539,36.1,76,0,No Failure
2709,49888,L,299.6,309.1,2266,15.3,79,0,No Failure
2710,49889,L,299.6,309.1,1641,35.8,81,0,No Failure
2711,49890,L,299.6,309.1,1574,39.2,83,0,No Failure
2712,49891,L,299.6,309.1,1407,50.6,85,0,No Failure
2713,32126,H,299.7,309.2,1302,55.5,87,0,No Failure
2714,17573,M,299.6,309.2,1651,30.8,92,0,No Failure
2715,17574,M,299.6,309.1,1366,55.2,95,0,No Failure
2716,17575,M,299.5,309.0,1701,28.6,98,0,No Failure
2717,49896,L,299.5,309.0,1498,44.6,101,0,No Failure
2718,17577,M,299.5,309.1,1422,45.3,103,0,No Failure
2719,49898,L,299.5,309.1,1357,47.3,106,0,No Failure
2720,49899,L,299.5,309.2,1690,29.2,108,0,No Failure
2721,49900,L,299.6,309.2,1559,39.1,110,0,No Failure
2722,17581,M,299.6,309.3,1553,32.4,112,0,No Failure
